timestamp,price_eur_mwh,price_gbp_per_mwh,hour,hour_of_day,day_of_week,day_of_year
2023-01-04 16:00:00,46.679493,40.14,88,16,2,4
2023-01-04 17:00:00,57.441826,49.4,89,17,2,4
2023-01-04 18:00:00,66.71451,57.37,90,18,2,4
2023-01-04 19:00:00,66.68201,57.35,91,19,2,4
2023-01-04 20:00:00,61.34199,52.75,92,20,2,4
2023-01-04 21:00:00,56.97464,49.0,93,21,2,4
2023-01-04 22:00:00,41.192997,35.43,94,22,2,4
2023-01-04 23:00:00,28.99258,24.93,95,23,2,4
2023-01-05 00:00:00,16.763079,14.42,96,0,3,5
2023-01-05 01:00:00,10.795842,9.28,97,1,3,5
2023-01-05 02:00:00,14.741836,12.68,98,2,3,5
2023-01-05 03:00:00,9.6586075,8.31,99,3,3,5
2023-01-05 04:00:00,10.35988,8.91,100,4,3,5
2023-01-05 05:00:00,25.173918,21.65,101,5,3,5
2023-01-05 06:00:00,29.052608,24.99,102,6,3,5
2023-01-05 07:00:00,40.46806,34.8,103,7,3,5
2023-01-05 08:00:00,36.690495,31.55,104,8,3,5
2023-01-05 09:00:00,34.238956,29.45,105,9,3,5
2023-01-05 10:00:00,23.345118,20.08,106,10,3,5
2023-01-05 11:00:00,16.567665,14.25,107,11,3,5
2023-01-05 12:00:00,20.007626,17.21,108,12,3,5
2023-01-05 13:00:00,8.264426,7.11,109,13,3,5
2023-01-05 14:00:00,16.813572,14.46,110,14,3,5
2023-01-05 15:00:00,73.91535,63.57,111,15,3,5
2023-01-05 16:00:00,79.222176,68.13,112,16,3,5
2023-01-05 17:00:00,77.79379,66.9,113,17,3,5
2023-01-05 18:00:00,85.017204,73.11,114,18,3,5
2023-01-05 19:00:00,84.24396,72.45,115,19,3,5
2023-01-05 20:00:00,85.8906,73.87,116,20,3,5
2023-01-05 21:00:00,84.03992,72.27,117,21,3,5
2023-01-05 22:00:00,93.06023,80.03,118,22,3,5
2023-01-05 23:00:00,88.994606,76.54,119,23,3,5
2023-01-06 00:00:00,77.83233,66.94,120,0,4,6
2023-01-06 01:00:00,79.0428,67.98,121,1,4,6
2023-01-06 02:00:00,80.02422,68.82,122,2,4,6
2023-01-06 03:00:00,89.458,76.93,123,3,4,6
2023-01-06 04:00:00,96.09783,82.64,124,4,4,6
2023-01-06 05:00:00,101.16838,87.0,125,5,4,6
2023-01-06 06:00:00,115.56714,99.39,126,6,4,6
2023-01-06 07:00:00,30.62959,26.34,127,7,4,6
2023-01-06 08:00:00,27.10712,23.31,128,8,4,6
2023-01-06 09:00:00,17.729893,15.25,129,9,4,6
2023-01-06 10:00:00,9.503746,8.17,130,10,4,6
2023-01-06 11:00:00,-6.0916204,-5.24,131,11,4,6
2023-01-06 12:00:00,-4.891273,-4.21,132,12,4,6
2023-01-06 13:00:00,-6.629871,-5.7,133,13,4,6
2023-01-06 14:00:00,-12.934753,-11.12,134,14,4,6
2023-01-06 15:00:00,-11.9093895,-10.24,135,15,4,6
2023-01-06 16:00:00,0.30071512,0.26,136,16,4,6
2023-01-06 17:00:00,14.934051,12.84,137,17,4,6
2023-01-06 18:00:00,34.39756,29.58,138,18,4,6
2023-01-06 19:00:00,55.599297,47.82,139,19,4,6
2023-01-06 20:00:00,54.453712,46.83,140,20,4,6
2023-01-06 21:00:00,41.617252,35.79,141,21,4,6
2023-01-06 22:00:00,21.325151,18.34,142,22,4,6
2023-01-06 23:00:00,20.209621,17.38,143,23,4,6
2023-01-07 00:00:00,0.9944468,0.86,144,0,5,7
2023-01-07 01:00:00,-2.3248763,-2.0,145,1,5,7
2023-01-07 02:00:00,-7.0182443,-6.04,146,2,5,7
2023-01-07 03:00:00,-7.7146573,-6.63,147,3,5,7
2023-01-07 04:00:00,1.1525699,0.99,148,4,5,7
2023-01-07 05:00:00,4.2997303,3.7,149,5,5,7
2023-01-07 06:00:00,6.125217,5.27,150,6,5,7
2023-01-07 07:00:00,1.6962806,1.46,151,7,5,7
2023-01-07 08:00:00,-8.380823,-7.21,152,8,5,7
2023-01-07 09:00:00,-11.7362175,-10.09,153,9,5,7
2023-01-07 10:00:00,-13.803356,-11.87,154,10,5,7
2023-01-07 11:00:00,-3.493014,-3.0,155,11,5,7
2023-01-07 12:00:00,-4.747079,-4.08,156,12,5,7
2023-01-07 13:00:00,2.036193,1.75,157,13,5,7
2023-01-07 14:00:00,0.28342003,0.24,158,14,5,7
2023-01-07 15:00:00,-3.997392,-3.44,159,15,5,7
2023-01-07 16:00:00,-5.2505765,-4.52,160,16,5,7
2023-01-07 17:00:00,-4.8917046,-4.21,161,17,5,7
2023-01-07 18:00:00,14.266401,12.27,162,18,5,7
2023-01-07 19:00:00,9.177229,7.89,163,19,5,7
2023-01-07 20:00:00,14.393611,12.38,164,20,5,7
2023-01-07 21:00:00,5.780806,4.97,165,21,5,7
2023-01-07 22:00:00,10.544944,9.07,166,22,5,7
2023-01-07 23:00:00,11.446211,9.84,167,23,5,7
2023-01-08 00:00:00,7.31916,6.29,168,0,6,8
2023-01-08 01:00:00,6.137929,5.28,169,1,6,8
2023-01-08 02:00:00,0.46785128,0.4,170,2,6,8
2023-01-08 03:00:00,3.3140736,2.85,171,3,6,8
2023-01-08 04:00:00,0.5707965,0.49,172,4,6,8
2023-01-08 05:00:00,-5.9879994,-5.15,173,5,6,8
2023-01-08 06:00:00,68.37211,58.8,174,6,6,8
2023-01-08 07:00:00,73.85698,63.52,175,7,6,8
2023-01-08 08:00:00,87.33085,75.1,176,8,6,8
2023-01-08 09:00:00,87.24784,75.03,177,9,6,8
2023-01-08 10:00:00,83.17444,71.53,178,10,6,8
2023-01-08 11:00:00,81.64099,70.21,179,11,6,8
2023-01-08 12:00:00,88.24039,75.89,180,12,6,8
2023-01-08 13:00:00,88.56952,76.17,181,13,6,8
2023-01-08 14:00:00,86.88746,74.72,182,14,6,8
2023-01-08 15:00:00,98.211876,84.46,183,15,6,8
2023-01-08 16:00:00,104.985054,90.29,184,16,6,8
2023-01-08 17:00:00,118.84522,102.21,185,17,6,8
2023-01-08 18:00:00,120.75163,103.85,186,18,6,8
2023-01-08 19:00:00,110.67007,95.18,187,19,6,8
2023-01-08 20:00:00,98.57014,84.77,188,20,6,8
2023-01-08 21:00:00,107.609436,92.54,189,21,6,8
2023-01-08 22:00:00,116.18511,99.92,190,22,6,8
2023-01-08 23:00:00,111.02307,95.48,191,23,6,8
2023-01-09 00:00:00,112.36211,96.63,192,0,0,9
2023-01-09 01:00:00,119.85973,103.08,193,1,0,9
2023-01-09 02:00:00,108.21858,93.07,194,2,0,9
2023-01-09 03:00:00,99.50093,85.57,195,3,0,9
2023-01-09 04:00:00,103.988815,89.43,196,4,0,9
2023-01-09 05:00:00,103.13121,88.69,197,5,0,9
2023-01-09 06:00:00,107.01833,92.04,198,6,0,9
2023-01-09 07:00:00,109.60856,94.26,199,7,0,9
2023-01-09 08:00:00,113.035286,97.21,200,8,0,9
2023-01-09 09:00:00,119.62243,102.88,201,9,0,9
2023-01-09 10:00:00,113.006775,97.19,202,10,0,9
2023-01-09 11:00:00,109.75867,94.39,203,11,0,9
2023-01-09 12:00:00,89.12024,76.64,204,12,0,9
2023-01-09 13:00:00,87.45765,75.21,205,13,0,9
2023-01-09 14:00:00,84.42596,72.61,206,14,0,9
2023-01-09 15:00:00,82.601685,71.04,207,15,0,9
2023-01-09 16:00:00,85.2172,73.29,208,16,0,9
2023-01-09 17:00:00,91.160484,78.4,209,17,0,9
2023-01-09 18:00:00,103.27408,88.82,210,18,0,9
2023-01-09 19:00:00,95.42562,82.07,211,19,0,9
2023-01-09 20:00:00,94.7595,81.49,212,20,0,9
2023-01-09 21:00:00,88.63666,76.23,213,21,0,9
2023-01-09 22:00:00,83.684944,71.97,214,22,0,9
2023-01-09 23:00:00,89.13898,76.66,215,23,0,9
2023-01-10 00:00:00,88.95914,76.5,216,0,1,10
2023-01-10 01:00:00,97.4542,83.81,217,1,1,10
2023-01-10 02:00:00,94.32551,81.12,218,2,1,10
2023-01-10 03:00:00,88.12194,75.78,219,3,1,10
2023-01-10 04:00:00,87.40285,75.17,220,4,1,10
2023-01-10 05:00:00,92.366875,79.44,221,5,1,10
2023-01-10 06:00:00,98.39721,84.62,222,6,1,10
2023-01-10 07:00:00,95.18059,81.86,223,7,1,10
2023-01-10 08:00:00,98.01878,84.3,224,8,1,10
2023-01-10 09:00:00,97.48846,83.84,225,9,1,10
2023-01-10 10:00:00,109.76438,94.4,226,10,1,10
2023-01-10 11:00:00,115.47353,99.31,227,11,1,10
2023-01-10 12:00:00,102.82198,88.43,228,12,1,10
2023-01-10 13:00:00,98.37988,84.61,229,13,1,10
2023-01-10 14:00:00,90.0994,77.49,230,14,1,10
2023-01-10 15:00:00,92.25255,79.34,231,15,1,10
2023-01-10 16:00:00,102.517685,88.17,232,16,1,10
2023-01-10 17:00:00,117.94104,101.43,233,17,1,10
2023-01-10 18:00:00,116.307884,100.02,234,18,1,10
2023-01-10 19:00:00,112.1594,96.46,235,19,1,10
2023-01-10 20:00:00,94.790665,81.52,236,20,1,10
2023-01-10 21:00:00,90.93368,78.2,237,21,1,10
2023-01-10 22:00:00,80.61525,69.33,238,22,1,10
2023-01-10 23:00:00,75.50622,64.94,239,23,1,10
2023-01-11 00:00:00,66.4279,57.13,240,0,2,11
2023-01-11 01:00:00,66.62548,57.3,241,1,2,11
2023-01-11 02:00:00,54.652805,47.0,242,2,2,11
2023-01-11 03:00:00,46.182983,39.72,243,3,2,11
2023-01-11 04:00:00,65.41878,56.26,244,4,2,11
2023-01-11 05:00:00,61.348366,52.76,245,5,2,11
2023-01-11 06:00:00,60.876938,52.35,246,6,2,11
2023-01-11 07:00:00,81.27005,69.89,247,7,2,11
2023-01-11 08:00:00,105.07632,90.37,248,8,2,11
2023-01-11 09:00:00,94.1062,80.93,249,9,2,11
2023-01-11 10:00:00,86.29499,74.21,250,10,2,11
2023-01-11 11:00:00,83.05065,71.42,251,11,2,11
2023-01-11 12:00:00,91.207016,78.44,252,12,2,11
2023-01-11 13:00:00,82.75935,71.17,253,13,2,11
2023-01-11 14:00:00,84.3218,72.52,254,14,2,11
2023-01-11 15:00:00,96.58777,83.07,255,15,2,11
2023-01-11 16:00:00,107.34641,92.32,256,16,2,11
2023-01-11 17:00:00,111.22284,95.65,257,17,2,11
2023-01-11 18:00:00,114.32613,98.32,258,18,2,11
2023-01-11 19:00:00,105.25134,90.52,259,19,2,11
2023-01-11 20:00:00,101.90287,87.64,260,20,2,11
2023-01-11 21:00:00,96.7449,83.2,261,21,2,11
2023-01-11 22:00:00,95.09396,81.78,262,22,2,11
2023-01-11 23:00:00,88.643715,76.23,263,23,2,11
2023-01-12 00:00:00,88.01903,75.7,264,0,3,12
2023-01-12 01:00:00,94.297646,81.1,265,1,3,12
2023-01-12 02:00:00,93.606735,80.5,266,2,3,12
2023-01-12 03:00:00,94.85051,81.57,267,3,3,12
2023-01-12 04:00:00,95.54616,82.17,268,4,3,12
2023-01-12 05:00:00,98.14742,84.41,269,5,3,12
2023-01-12 06:00:00,97.37824,83.75,270,6,3,12
2023-01-12 07:00:00,104.12451,89.55,271,7,3,12
2023-01-12 08:00:00,104.92134,90.23,272,8,3,12
2023-01-12 09:00:00,116.993904,100.61,273,9,3,12
2023-01-12 10:00:00,121.04789,104.1,274,10,3,12
2023-01-12 11:00:00,115.334885,99.19,275,11,3,12
2023-01-12 12:00:00,103.32946,88.86,276,12,3,12
2023-01-12 13:00:00,93.0254,80.0,277,13,3,12
2023-01-12 14:00:00,103.89895,89.35,278,14,3,12
2023-01-12 15:00:00,110.967674,95.43,279,15,3,12
2023-01-12 16:00:00,120.89516,103.97,280,16,3,12
2023-01-12 17:00:00,114.033165,98.07,281,17,3,12
2023-01-12 18:00:00,124.39744,106.98,282,18,3,12
2023-01-12 19:00:00,127.42103,109.58,283,19,3,12
2023-01-12 20:00:00,116.14473,99.88,284,20,3,12
2023-01-12 21:00:00,108.399376,93.22,285,21,3,12
2023-01-12 22:00:00,106.03774,91.19,286,22,3,12
2023-01-12 23:00:00,102.99881,88.58,287,23,3,12
2023-01-13 00:00:00,95.82982,82.41,288,0,4,13
2023-01-13 01:00:00,93.607796,80.5,289,1,4,13
2023-01-13 02:00:00,90.096535,77.48,290,2,4,13
2023-01-13 03:00:00,90.214424,77.58,291,3,4,13
2023-01-13 04:00:00,101.28518,87.11,292,4,4,13
2023-01-13 05:00:00,85.31868,73.37,293,5,4,13
2023-01-13 06:00:00,88.9937,76.53,294,6,4,13
2023-01-13 07:00:00,95.42175,82.06,295,7,4,13
2023-01-13 08:00:00,99.68773,85.73,296,8,4,13
2023-01-13 09:00:00,94.787506,81.52,297,9,4,13
2023-01-13 10:00:00,77.1244,66.33,298,10,4,13
2023-01-13 11:00:00,74.51568,64.08,299,11,4,13
2023-01-13 12:00:00,83.34297,71.67,300,12,4,13
2023-01-13 13:00:00,71.66321,61.63,301,13,4,13
2023-01-13 14:00:00,81.9352,70.46,302,14,4,13
2023-01-13 15:00:00,86.58839,74.47,303,15,4,13
2023-01-13 16:00:00,94.644936,81.39,304,16,4,13
2023-01-13 17:00:00,94.76101,81.49,305,17,4,13
2023-01-13 18:00:00,97.763504,84.08,306,18,4,13
2023-01-13 19:00:00,108.881805,93.64,307,19,4,13
2023-01-13 20:00:00,111.0311,95.49,308,20,4,13
2023-01-13 21:00:00,119.24039,102.55,309,21,4,13
2023-01-13 22:00:00,122.45568,105.31,310,22,4,13
2023-01-13 23:00:00,120.829254,103.91,311,23,4,13
2023-01-14 00:00:00,117.92088,101.41,312,0,5,14
2023-01-14 01:00:00,117.640915,101.17,313,1,5,14
2023-01-14 02:00:00,119.87584,103.09,314,2,5,14
2023-01-14 03:00:00,114.29538,98.29,315,3,5,14
2023-01-14 04:00:00,112.7177,96.94,316,4,5,14
2023-01-14 05:00:00,107.278175,92.26,317,5,5,14
2023-01-14 06:00:00,115.33196,99.19,318,6,5,14
2023-01-14 07:00:00,107.52659,92.47,319,7,5,14
2023-01-14 08:00:00,112.68271,96.91,320,8,5,14
2023-01-14 09:00:00,108.09438,92.96,321,9,5,14
2023-01-14 10:00:00,111.44924,95.85,322,10,5,14
2023-01-14 11:00:00,110.93092,95.4,323,11,5,14
2023-01-14 12:00:00,118.81415,102.18,324,12,5,14
2023-01-14 13:00:00,120.30146,103.46,325,13,5,14
2023-01-14 14:00:00,107.88619,92.78,326,14,5,14
2023-01-14 15:00:00,109.25049,93.96,327,15,5,14
2023-01-14 16:00:00,103.84439,89.31,328,16,5,14
2023-01-14 17:00:00,103.302,88.84,329,17,5,14
2023-01-14 18:00:00,115.816696,99.6,330,18,5,14
2023-01-14 19:00:00,119.26193,102.57,331,19,5,14
2023-01-14 20:00:00,111.1922,95.63,332,20,5,14
2023-01-14 21:00:00,100.420364,86.36,333,21,5,14
2023-01-14 22:00:00,97.63922,83.97,334,22,5,14
2023-01-14 23:00:00,86.64147,74.51,335,23,5,14
2023-01-15 00:00:00,79.183914,68.1,336,0,6,15
2023-01-15 01:00:00,81.10443,69.75,337,1,6,15
2023-01-15 02:00:00,88.56873,76.17,338,2,6,15
2023-01-15 03:00:00,91.87687,79.01,339,3,6,15
2023-01-15 04:00:00,75.45659,64.89,340,4,6,15
2023-01-15 05:00:00,80.06246,68.85,341,5,6,15
2023-01-15 06:00:00,83.817955,72.08,342,6,6,15
2023-01-15 07:00:00,89.76322,77.2,343,7,6,15
2023-01-15 08:00:00,102.22024,87.91,344,8,6,15
2023-01-15 09:00:00,85.25603,73.32,345,9,6,15
2023-01-15 10:00:00,78.00273,67.08,346,10,6,15
2023-01-15 11:00:00,79.029015,67.96,347,11,6,15
2023-01-15 12:00:00,65.460526,56.3,348,12,6,15
2023-01-15 13:00:00,76.47032,65.76,349,13,6,15
2023-01-15 14:00:00,81.24747,69.87,350,14,6,15
2023-01-15 15:00:00,91.18478,78.42,351,15,6,15
2023-01-15 16:00:00,91.4615,78.66,352,16,6,15
2023-01-15 17:00:00,101.30402,87.12,353,17,6,15
2023-01-15 18:00:00,110.852455,95.33,354,18,6,15
2023-01-15 19:00:00,111.83752,96.18,355,19,6,15
2023-01-15 20:00:00,110.94328,95.41,356,20,6,15
2023-01-15 21:00:00,109.24715,93.95,357,21,6,15
2023-01-15 22:00:00,99.43545,85.51,358,22,6,15
2023-01-15 23:00:00,95.83285,82.42,359,23,6,15
2023-01-16 00:00:00,99.9564,85.96,360,0,0,16
2023-01-16 01:00:00,100.83099,86.71,361,1,0,16
2023-01-16 02:00:00,105.56477,90.79,362,2,0,16
2023-01-16 03:00:00,95.893486,82.47,363,3,0,16
2023-01-16 04:00:00,95.23937,81.91,364,4,0,16
2023-01-16 05:00:00,108.3061,93.14,365,5,0,16
2023-01-16 06:00:00,106.55935,91.64,366,6,0,16
2023-01-16 07:00:00,104.528366,89.89,367,7,0,16
2023-01-16 08:00:00,107.39691,92.36,368,8,0,16
2023-01-16 09:00:00,110.45239,94.99,369,9,0,16
2023-01-16 10:00:00,104.001564,89.44,370,10,0,16
2023-01-16 11:00:00,106.296036,91.41,371,11,0,16
2023-01-16 12:00:00,106.43155,91.53,372,12,0,16
2023-01-16 13:00:00,109.65604,94.3,373,13,0,16
2023-01-16 14:00:00,114.695755,98.64,374,14,0,16
2023-01-16 15:00:00,135.4582,116.49,375,15,0,16
2023-01-16 16:00:00,138.58247,119.18,376,16,0,16
2023-01-16 17:00:00,128.46936,110.48,377,17,0,16
2023-01-16 18:00:00,142.44391,122.5,378,18,0,16
2023-01-16 19:00:00,137.57974,118.32,379,19,0,16
2023-01-16 20:00:00,134.0759,115.31,380,20,0,16
2023-01-16 21:00:00,137.45125,118.21,381,21,0,16
2023-01-16 22:00:00,119.59241,102.85,382,22,0,16
2023-01-16 23:00:00,106.25973,91.38,383,23,0,16
2023-01-17 00:00:00,89.55577,77.02,384,0,1,17
2023-01-17 01:00:00,82.95165,71.34,385,1,1,17
2023-01-17 02:00:00,85.16008,73.24,386,2,1,17
2023-01-17 03:00:00,88.28271,75.92,387,3,1,17
2023-01-17 04:00:00,91.064476,78.32,388,4,1,17
2023-01-17 05:00:00,84.04398,72.28,389,5,1,17
2023-01-17 06:00:00,73.183334,62.94,390,6,1,17
2023-01-17 07:00:00,80.002625,68.8,391,7,1,17
2023-01-17 08:00:00,80.07405,68.86,392,8,1,17
2023-01-17 09:00:00,82.595535,71.03,393,9,1,17
2023-01-17 10:00:00,83.24077,71.59,394,10,1,17
2023-01-17 11:00:00,78.7923,67.76,395,11,1,17
2023-01-17 12:00:00,80.44237,69.18,396,12,1,17
2023-01-17 13:00:00,81.42049,70.02,397,13,1,17
2023-01-17 14:00:00,88.54553,76.15,398,14,1,17
2023-01-17 15:00:00,90.004524,77.4,399,15,1,17
2023-01-17 16:00:00,96.9415,83.37,400,16,1,17
2023-01-17 17:00:00,105.6779,90.88,401,17,1,17
2023-01-17 18:00:00,115.9431,99.71,402,18,1,17
2023-01-17 19:00:00,113.646355,97.74,403,19,1,17
2023-01-17 20:00:00,114.96889,98.87,404,20,1,17
2023-01-17 21:00:00,108.755325,93.53,405,21,1,17
2023-01-17 22:00:00,103.66231,89.15,406,22,1,17
2023-01-17 23:00:00,106.281845,91.4,407,23,1,17
2023-01-18 00:00:00,86.8011,74.65,408,0,2,18
2023-01-18 01:00:00,76.86918,66.11,409,1,2,18
2023-01-18 02:00:00,66.00223,56.76,410,2,2,18
2023-01-18 03:00:00,50.492588,43.42,411,3,2,18
2023-01-18 04:00:00,49.559322,42.62,412,4,2,18
2023-01-18 05:00:00,61.10812,52.55,413,5,2,18
2023-01-18 06:00:00,66.36488,57.07,414,6,2,18
2023-01-18 07:00:00,74.7371,64.27,415,7,2,18
2023-01-18 08:00:00,86.23742,74.16,416,8,2,18
2023-01-18 09:00:00,94.386856,81.17,417,9,2,18
2023-01-18 10:00:00,88.64467,76.23,418,10,2,18
2023-01-18 11:00:00,92.333145,79.41,419,11,2,18
2023-01-18 12:00:00,88.18305,75.84,420,12,2,18
2023-01-18 13:00:00,81.01306,69.67,421,13,2,18
2023-01-18 14:00:00,80.2337,69.0,422,14,2,18
2023-01-18 15:00:00,76.87986,66.12,423,15,2,18
2023-01-18 16:00:00,79.86409,68.68,424,16,2,18
2023-01-18 17:00:00,86.048454,74.0,425,17,2,18
2023-01-18 18:00:00,97.760056,84.07,426,18,2,18
2023-01-18 19:00:00,111.83041,96.17,427,19,2,18
2023-01-18 20:00:00,99.866554,85.89,428,20,2,18
2023-01-18 21:00:00,99.503334,85.57,429,21,2,18
2023-01-18 22:00:00,88.63471,76.23,430,22,2,18
2023-01-18 23:00:00,89.94893,77.36,431,23,2,18
2023-01-19 00:00:00,84.89841,73.01,432,0,3,19
2023-01-19 01:00:00,71.34351,61.36,433,1,3,19
2023-01-19 02:00:00,77.91842,67.01,434,2,3,19
2023-01-19 03:00:00,73.64504,63.33,435,3,3,19
2023-01-19 04:00:00,71.87299,61.81,436,4,3,19
2023-01-19 05:00:00,68.79818,59.17,437,5,3,19
2023-01-19 06:00:00,70.82879,60.91,438,6,3,19
2023-01-19 07:00:00,80.46213,69.2,439,7,3,19
2023-01-19 08:00:00,82.480484,70.93,440,8,3,19
2023-01-19 09:00:00,83.877815,72.13,441,9,3,19
2023-01-19 10:00:00,82.01226,70.53,442,10,3,19
2023-01-19 11:00:00,85.99405,73.95,443,11,3,19
2023-01-19 12:00:00,79.27797,68.18,444,12,3,19
2023-01-19 13:00:00,68.30428,58.74,445,13,3,19
2023-01-19 14:00:00,80.25858,69.02,446,14,3,19
2023-01-19 15:00:00,85.00374,73.1,447,15,3,19
2023-01-19 16:00:00,101.461334,87.26,448,16,3,19
2023-01-19 17:00:00,111.14309,95.58,449,17,3,19
2023-01-19 18:00:00,114.24808,98.25,450,18,3,19
2023-01-19 19:00:00,117.315605,100.89,451,19,3,19
2023-01-19 20:00:00,128.42204,110.44,452,20,3,19
2023-01-19 21:00:00,137.65028,118.38,453,21,3,19
2023-01-19 22:00:00,131.55489,113.14,454,22,3,19
2023-01-19 23:00:00,127.211784,109.4,455,23,3,19
2023-01-20 00:00:00,127.685036,109.81,456,0,4,20
2023-01-20 01:00:00,117.652054,101.18,457,1,4,20
2023-01-20 02:00:00,116.317635,100.03,458,2,4,20
2023-01-20 03:00:00,113.05227,97.22,459,3,4,20
2023-01-20 04:00:00,114.102936,98.13,460,4,4,20
