hour,price_gbp_per_mwh,hour_of_day,day_of_week,day_of_year
137,182.03107745288443,17,5,6
138,86.52177046555617,18,5,6
139,55.498242366988585,19,5,6
140,60.48615691295863,20,5,6
141,83.93454619709233,21,5,6
142,46.40509968192974,22,5,6
143,42.73916025649892,23,5,6
144,36.879447587273184,0,6,7
145,42.67522055234747,1,6,7
146,26.912332445964264,2,6,7
147,-6.663274384774137,3,6,7
148,25.68803332776262,4,6,7
149,35.715736487768694,5,6,7
150,48.62632897298131,6,6,7
151,64.10086466769533,7,6,7
152,57.70292030690292,8,6,7
153,66.83334204457297,9,6,7
154,70.35924257790924,10,6,7
155,54.342375868194786,11,6,7
156,92.2028645560096,12,6,7
157,101.03937331846022,13,6,7
158,72.52847716278556,14,6,7
159,82.95164723513426,15,6,7
160,66.96805696505747,16,6,7
161,94.2321224080956,17,6,7
162,127.31083352316256,18,6,7
163,164.1030125442279,19,6,7
164,109.91591602146886,20,6,7
165,105.05070798428501,21,6,7
166,106.29222009654762,22,6,7
167,108.76308880133404,23,6,7
168,87.28798840364999,0,0,8
169,66.168366338305,1,0,8
170,47.93221436490167,2,0,8
171,37.93162057819222,3,0,8
172,40.99811391870258,4,0,8
173,53.32582562874768,5,0,8
174,69.32492587663955,6,0,8
175,97.17418179059993,7,0,8
176,103.52561720405325,8,0,8
177,138.47312131127563,9,0,8
178,119.12536980743894,10,0,8
179,165.7692244122683,11,0,8
180,170.64088973304672,12,0,8
181,143.76405797340948,13,0,8
182,108.76693005325785,14,0,8
183,113.3797618610508,15,0,8
184,110.4075312759489,16,0,8
185,197.39448295730904,17,0,8
186,156.59766585073353,18,0,8
187,141.57647684166585,19,0,8
188,104.26089644073217,20,0,8
189,59.528263876375355,21,0,8
190,48.61187965774906,22,0,8
191,57.61964406352146,23,0,8
192,47.56040014753065,0,1,9
193,29.075515714564627,1,1,9
194,30.755875262765763,2,1,9
195,36.58428906183468,3,1,9
196,30.038280724093894,4,1,9
197,39.82537396712212,5,1,9
198,51.665048335822206,6,1,9
199,39.99148764196001,7,1,9
200,57.66813009782081,8,1,9
201,77.12685067676793,9,1,9
202,98.98786710287641,10,1,9
203,114.33033193483924,11,1,9
204,82.26502427954969,12,1,9
205,64.04992622189303,13,1,9
206,77.21630726951818,14,1,9
207,87.72776089038841,15,1,9
208,104.22745561321332,16,1,9
209,215.25633707454702,17,1,9
210,187.58283386051858,18,1,9
211,190.2639392664206,19,1,9
212,221.7724481111371,20,1,9
213,201.39719546979646,21,1,9
214,161.47904281050796,22,1,9
215,133.62166531808379,23,1,9
216,84.09277737835318,0,2,10
217,69.88321621040619,1,2,10
218,55.28587158693178,2,2,10
219,54.08676651172857,3,2,10
220,84.76668598387636,4,2,10
221,65.71786013850584,5,2,10
222,89.09911496624802,6,2,10
223,68.00209173174662,7,2,10
224,65.5487487001354,8,2,10
225,96.31459170154955,9,2,10
226,92.10725501845769,10,2,10
227,63.84913717496478,11,2,10
228,52.48061426512547,12,2,10
229,74.13589437853594,13,2,10
230,58.154182940289814,14,2,10
231,65.37776343385177,15,2,10
232,73.16787912217372,16,2,10
233,67.94360302409603,17,2,10
234,138.1648362978884,18,2,10
235,145.60832466745,19,2,10
236,77.88586343324467,20,2,10
237,78.15183908542298,21,2,10
238,58.53095331196413,22,2,10
239,64.37729373225241,23,2,10
240,38.82711592756664,0,3,11
241,35.836519907263686,1,3,11
242,39.68478617763417,2,3,11
243,-12.061358978766831,3,3,11
244,38.182436631961195,4,3,11
245,41.04572109160624,5,3,11
246,43.833458123929994,6,3,11
247,41.98247905401554,7,3,11
248,90.59249201288551,8,3,11
249,102.79028104409805,9,3,11
250,68.13006697116818,10,3,11
251,86.43001726264004,11,3,11
252,133.69814638775463,12,3,11
253,153.65589808573378,13,3,11
254,107.12836161246328,14,3,11
255,91.06798507857386,15,3,11
256,124.59608031523356,16,3,11
257,115.89716904045277,17,3,11
258,179.63503189189495,18,3,11
259,146.2617478502941,19,3,11
260,105.93887103881436,20,3,11
261,94.41456540043916,21,3,11
262,16.818525171540784,22,3,11
263,3.6722519753507217,23,3,11
264,6.40955427726141,0,4,12
265,-12.37326046169664,1,4,12
266,21.67960531559809,2,4,12
267,8.83872443417766,3,4,12
268,9.652515671352784,4,4,12
269,19.286728990972392,5,4,12
270,54.04978343735979,6,4,12
271,36.50058374863804,7,4,12
272,72.17626131426218,8,4,12
273,77.31813812953891,9,4,12
274,53.58504240261855,10,4,12
275,65.02869932276735,11,4,12
276,73.32215902146064,12,4,12
277,63.75236110397204,13,4,12
278,67.14299618892764,14,4,12
279,59.84155576096218,15,4,12
280,69.72459436597076,16,4,12
281,98.89586498856963,17,4,12
282,173.2797752418962,18,4,12
283,105.29769301060433,19,4,12
284,150.43021909300603,20,4,12
285,85.54557923164238,21,4,12
286,75.01171506992242,22,4,12
287,71.21400823511563,23,4,12
288,48.67869709366711,0,5,13
289,37.56342783878076,1,5,13
290,32.57817379914455,2,5,13
291,28.32974026209128,3,5,13
292,25.97981659520489,4,5,13
293,42.60122043909201,5,5,13
294,57.27706191285556,6,5,13
295,55.0288187019483,7,5,13
296,78.8493060566819,8,5,13
297,87.096393881439,9,5,13
298,96.58359031218875,10,5,13
299,99.68281124246028,11,5,13
300,82.21703391912223,12,5,13
301,72.48959215140927,13,5,13
302,85.05644275218009,14,5,13
303,92.55630094928209,15,5,13
304,94.36422467416034,16,5,13
305,105.70964952276972,17,5,13
306,140.65964705649202,18,5,13
307,114.5883263236185,19,5,13
308,113.80517898955355,20,5,13
309,96.0328411415694,21,5,13
310,80.67778608825559,22,5,13
311,79.57154200103457,23,5,13
312,67.08863261355295,0,6,14
313,66.70199909356747,1,6,14
314,69.47715547305525,2,6,14
315,64.51442457709175,3,6,14
316,72.5397362999413,4,6,14
317,74.92875593354103,5,6,14
318,90.16758426483821,6,6,14
319,97.51544639327864,7,6,14
320,103.5199985042603,8,6,14
321,114.66438480276494,9,6,14
322,88.40362404976793,10,6,14
323,119.2354709528394,11,6,14
324,96.05163713073982,12,6,14
325,72.19439203438314,13,6,14
326,92.51563269410731,14,6,14
327,102.11997837516398,15,6,14
328,115.66872907409439,16,6,14
329,137.50832085947786,17,6,14
330,138.97446708931386,18,6,14
331,106.17033632045707,19,6,14
332,97.134501156634,20,6,14
333,73.68250695753648,21,6,14
334,84.68818469014771,22,6,14
335,64.27406462377756,23,6,14
336,45.70263354537184,0,0,15
337,38.743827931322954,1,0,15
338,40.93437228053186,2,0,15
339,34.76482481575021,3,0,15
340,29.093033412746475,4,0,15
341,40.15130071371722,5,0,15
342,55.18598324436286,6,0,15
343,56.27162264358312,7,0,15
344,54.60047816798215,8,0,15
345,66.81695056241341,9,0,15
346,34.75126089805003,10,0,15
347,10.36742800220852,11,0,15
348,5.654278750470896,12,0,15
349,12.794348353956213,13,0,15
350,29.92259555611492,14,0,15
351,69.09204613967175,15,0,15
352,95.26443027741752,16,0,15
353,101.99756186597304,17,0,15
354,192.61615873877577,18,0,15
355,77.04944113752205,19,0,15
356,74.24567248275095,20,0,15
357,64.34440292983759,21,0,15
358,68.55261772452411,22,0,15
359,42.63208425471427,23,0,15
360,41.798831878042336,0,1,16
361,57.99795821407648,1,1,16
362,50.18050157203586,2,1,16
363,53.27610723605699,3,1,16
364,64.46156617903218,4,1,16
365,66.16894995741936,5,1,16
366,81.68397613711201,6,1,16
367,93.1919043625957,7,1,16
368,101.67068149134863,8,1,16
369,85.45862078583727,9,1,16
370,82.40328315237825,10,1,16
371,89.16685385403206,11,1,16
372,121.55300481446241,12,1,16
373,141.30564276912014,13,1,16
374,177.8597961145822,14,1,16
375,143.96274664304403,15,1,16
376,163.3675747747864,16,1,16
377,176.38821854622478,17,1,16
378,238.72131880933404,18,1,16
379,188.97052199245311,19,1,16
380,141.73909949119266,20,1,16
381,109.95566137307304,21,1,16
382,52.41588035996941,22,1,16
383,36.669137904049414,23,1,16
384,21.252178698527942,0,2,17
385,25.23818525701804,1,2,17
386,29.625916113456423,2,2,17
387,52.07304947049619,3,2,17
388,66.47885354605951,4,2,17
389,65.70238742313902,5,2,17
390,62.06180338611904,6,2,17
391,83.18540044345689,7,2,17
392,61.025797231560084,8,2,17
393,109.42491941990045,9,2,17
394,127.3746009143839,10,2,17
395,105.2825690163296,11,2,17
396,67.08662624306666,12,2,17
397,102.16047526122208,13,2,17
398,95.13906574728267,14,2,17
399,118.37170029639583,15,2,17
400,83.29767956465716,16,2,17
401,79.03900493472747,17,2,17
402,88.25579970415194,18,2,17
403,177.5793729474123,19,2,17
404,72.67632749383316,20,2,17
405,84.14558386281905,21,2,17
406,54.63420733642285,22,2,17
407,44.73274854329634,23,2,17
408,37.96083692402969,0,3,18
409,42.72987209375557,1,3,18
410,47.3356673520276,2,3,18
411,34.01708182577667,3,3,18
412,19.830985143733297,4,3,18
413,45.48628275164993,5,3,18
414,-10.049599790931085,6,3,18
415,58.421957165717586,7,3,18
416,101.23442643318049,8,3,18
417,105.57280653356094,9,3,18
418,124.23951149171863,10,3,18
419,114.04369947378257,11,3,18
420,156.50994460822028,12,3,18
421,190.0056974462564,13,3,18
422,165.50781763359112,14,3,18
423,171.32924558090457,15,3,18
424,182.90119972644206,16,3,18
425,226.06866687094882,17,3,18
426,195.59725647409925,18,3,18
427,163.40058660430375,19,3,18
428,193.36953361589167,20,3,18
429,123.58464882728634,21,3,18
430,82.80657159312803,22,3,18
431,31.77352557148206,23,3,18
432,24.45581399068334,0,4,19
433,34.57827115088762,1,4,19
434,49.70880919373403,2,4,19
435,49.26043047325674,3,4,19
436,72.03382138738625,4,4,19
437,59.932121851140195,5,4,19
438,42.38002597727097,6,4,19
439,52.52101066299257,7,4,19
440,69.96310896809045,8,4,19
441,74.36111034834258,9,4,19
442,27.217711192633125,10,4,19
443,32.024333345301834,11,4,19
444,11.891987654127794,12,4,19
445,38.134771537208096,13,4,19
446,52.30624216890379,14,4,19
447,35.444577464925715,15,4,19
448,33.16937980724101,16,4,19
449,18.880112769786273,17,4,19
450,31.279657348033226,18,4,19
451,66.70003753530958,19,4,19
452,41.846501937958095,20,4,19
453,57.2958777067916,21,4,19
454,45.115413515678085,22,4,19
455,27.09091857548982,23,4,19
456,20.000014314246155,0,5,20
457,10.840967641737853,1,5,20
458,8.516427589282058,2,5,20
459,1.2666276388471538,3,5,20
460,27.015818215443783,4,5,20
461,33.908510270289014,5,5,20
462,32.98863069331701,6,5,20
463,46.20436161432412,7,5,20
464,51.61787945016412,8,5,20
465,52.53851096717169,9,5,20
466,64.7596329579154,10,5,20
467,76.15158419710282,11,5,20
468,67.14102034323717,12,5,20
469,58.901728266710016,13,5,20
470,54.53704661945615,14,5,20
471,13.454312999864769,15,5,20
472,-6.5325369861931595,16,5,20
473,36.45992991294,17,5,20
474,86.03789246103571,18,5,20
475,77.70307168357984,19,5,20
476,85.40303604118236,20,5,20
477,83.890677060683,21,5,20
478,130.2768682356372,22,5,20
479,114.00187951418161,23,5,20
480,78.90199816559915,0,6,21
481,57.87180012801448,1,6,21
482,35.28771768553563,2,6,21
483,37.16458605363713,3,6,21
484,32.46369487935646,4,6,21
485,21.913822864693792,5,6,21
486,-2.525816492150284,6,6,21
487,12.503614957384599,7,6,21
488,53.86002680973446,8,6,21
489,76.15248614263547,9,6,21
490,72.28946012081896,10,6,21
491,95.19569170913883,11,6,21
492,94.98541131507761,12,6,21
493,77.99425362497671,13,6,21
494,104.20397174263418,14,6,21
495,107.21978737407045,15,6,21
496,87.70611807552184,16,6,21
497,92.4919941813707,17,6,21
498,77.15652700180352,18,6,21
499,44.32457297315764,19,6,21
500,66.5849367464024,20,6,21
501,100.51402899064676,21,6,21
502,63.0126974135958,22,6,21
503,59.650329399428784,23,6,21
504,44.446854147244565,0,0,22
505,35.76360541413605,1,0,22
506,27.520096123708573,2,0,22
507,20.049724119421608,3,0,22
508,25.92878029071683,4,0,22
509,21.922772357381298,5,0,22
510,-11.11654830464379,6,0,22
511,47.05368832550997,7,0,22
512,51.10321232968309,8,0,22
513,37.41838478160088,9,0,22
514,30.076089077958166,10,0,22
515,52.132149539030294,11,0,22
516,68.5868262171322,12,0,22
517,51.10018676829172,13,0,22
518,57.232329112299674,14,0,22
519,76.1980047577394,15,0,22
520,43.39685411744544,16,0,22
521,192.20702300127374,17,0,22
522,61.683052524824795,18,0,22
523,81.20573173213046,19,0,22
524,58.841594648573654,20,0,22
525,17.319295204042817,21,0,22
526,-9.022899407371895,22,0,22
527,4.178331802973613,23,0,22
528,13.418523678241826,0,1,23
529,6.39679097625978,1,1,23
530,18.220453974439742,2,1,23
531,3.345545525692847,3,1,23
532,9.060054654475808,4,1,23
533,-0.14247598833447572,5,1,23
534,-1.694927522848439,6,1,23
535,10.511241633820445,7,1,23
536,3.222237830449346,8,1,23
537,6.935353043305863,9,1,23
538,40.22531027134292,10,1,23
539,32.30388876165963,11,1,23
540,58.50437482966802,12,1,23
541,38.79413903630234,13,1,23
542,56.45813838476393,14,1,23
543,90.50513281726086,15,1,23
544,37.83855371629488,16,1,23
545,30.207581570721423,17,1,23
546,59.61611989640535,18,1,23
547,58.5597160151986,19,1,23
548,69.46465351938184,20,1,23
549,53.33109516971095,21,1,23
550,55.031559524388456,22,1,23
551,44.77941593520508,23,1,23
552,51.64987727390571,0,2,24
553,50.340805548465745,1,2,24
554,49.13921579900136,2,2,24
555,-7.813756161862786,3,2,24
556,41.1410669508279,4,2,24
557,42.60272690816655,5,2,24
558,60.26518284852478,6,2,24
559,63.075220696782125,7,2,24
560,77.750598258135,8,2,24
561,129.91490331983937,9,2,24
562,137.23029620647583,10,2,24
563,116.29445211123402,11,2,24
564,139.8553892754963,12,2,24
565,126.71722090399041,13,2,24
566,73.19209330377282,14,2,24
567,51.397031432528266,15,2,24
568,16.3037078627468,16,2,24
569,183.6136758600861,17,2,24
570,35.617276468662126,18,2,24
571,153.14491288034296,19,2,24
572,92.93481648819031,20,2,24
573,80.56401196723161,21,2,24
574,91.81320836428982,22,2,24
575,35.03971520172796,23,2,24
576,33.164067190020525,0,3,25
577,42.05272041795595,1,3,25
578,22.642624902290205,2,3,25
579,38.05618327742085,3,3,25
580,46.115950914390275,4,3,25
581,47.7786721196953,5,3,25
582,69.67141583251053,6,3,25
583,126.47860024382965,7,3,25
584,134.6515543566791,8,3,25
585,138.32630301497196,9,3,25
586,114.70949319451626,10,3,25
587,86.98822425353785,11,3,25
588,106.1980605628495,12,3,25
589,86.9830221015132,13,3,25
590,86.57537908603133,14,3,25
591,74.05807376214874,15,3,25
592,91.02304122778148,16,3,25
593,110.79475800567225,17,3,25
594,199.33193599068196,18,3,25
595,121.30979114156347,19,3,25
596,102.77706505472572,20,3,25
597,70.73529898430967,21,3,25
598,57.35631074395802,22,3,25
599,55.46722273069249,23,3,25
600,53.240407724673446,0,4,26
601,37.42681854964821,1,4,26
602,44.94688773207905,2,4,26
603,59.352611702888474,3,4,26
604,66.76554298147434,4,4,26
605,100.44287520409641,5,4,26
606,100.04402124273481,6,4,26
607,86.33059207461866,7,4,26
608,53.84918302570171,8,4,26
609,95.3095422055828,9,4,26
610,104.31144195930868,10,4,26
611,95.28176601064443,11,4,26
612,101.52492698889704,12,4,26
613,76.81072509332051,13,4,26
614,130.47414686148687,14,4,26
615,123.84200613260077,15,4,26
616,127.55582110177266,16,4,26
617,196.11627891104663,17,4,26
618,172.17985633051566,18,4,26
619,162.38390339765851,19,4,26
620,122.04937219791634,20,4,26
621,119.26294749674396,21,4,26
622,144.01912162066643,22,4,26
623,131.60753846877785,23,4,26
624,96.58993928380285,0,5,27
625,76.2959165060839,1,5,27
626,55.42817035207101,2,5,27
627,51.19612260306841,3,5,27
628,53.78310025434206,4,5,27
629,73.09226951992683,5,5,27
630,59.04319300630714,6,5,27
631,94.69158704093049,7,5,27
632,96.09662610167786,8,5,27
633,88.02613972591396,9,5,27
634,63.108929326436865,10,5,27
635,31.62069788526107,11,5,27
636,53.137244944752275,12,5,27
637,58.95477357982609,13,5,27
638,35.544851441799274,14,5,27
639,16.146266867426824,15,5,27
640,19.031396181997994,16,5,27
641,67.7212823993795,17,5,27
642,69.1877948120002,18,5,27
643,35.022788279196284,19,5,27
644,34.2850936822834,20,5,27
645,32.46506459237309,21,5,27
646,-13.04464030137534,22,5,27
647,-1.6309349945370917,23,5,27
648,2.598872162891616,0,6,28
649,14.902211392327024,1,6,28
650,34.21344287980065,2,6,28
651,44.90868004528238,3,6,28
652,44.631805211694484,4,6,28
653,37.749111094554344,5,6,28
654,84.39249462955311,6,6,28
655,94.96928502165268,7,6,28
656,99.5812702246459,8,6,28
657,99.02052933970617,9,6,28
658,94.74715699405508,10,6,28
659,84.33510200107352,11,6,28
660,73.5009114759003,12,6,28
661,65.0609152405803,13,6,28
662,64.22361809137375,14,6,28
663,53.922307898780154,15,6,28
664,45.82826484300121,16,6,28
665,58.831363891187955,17,6,28
666,61.16025029668833,18,6,28
667,175.64803741296197,19,6,28
668,32.321676315538404,20,6,28
669,57.681429049545734,21,6,28
670,77.12138908081037,22,6,28
671,31.147286972943288,23,6,28
672,26.665990964865188,0,0,29
673,23.204899596487092,1,0,29
674,8.741227186545126,2,0,29
675,5.038481132896128,3,0,29
676,-1.9421754882238265,4,0,29
677,30.559067842337583,5,0,29
678,57.063213743535584,6,0,29
679,93.82691543834135,7,0,29
680,116.0340471189977,8,0,29
681,90.00857786512852,9,0,29
682,73.98721939335866,10,0,29
683,82.1567170716561,11,0,29
684,57.5060002024351,12,0,29
685,79.31612797893442,13,0,29
686,73.29242319829048,14,0,29
687,65.20086513919331,15,0,29
688,88.35820526913862,16,0,29
689,198.84637571168975,17,0,29
690,107.33590107544536,18,0,29
691,134.56881064376176,19,0,29
692,92.87106476687369,20,0,29
693,99.7783556365174,21,0,29
694,101.74773840403537,22,0,29
695,74.30087037033955,23,0,29
696,59.864134188489686,0,1,30
697,38.66452115154479,1,1,30
698,46.51171567177718,2,1,30
699,43.68527690511907,3,1,30
700,40.96961589709793,4,1,30
701,63.237683033625515,5,1,30
702,62.82710929634596,6,1,30
703,45.82759212425239,7,1,30
704,20.879730263096114,8,1,30
705,45.478686712728795,9,1,30
706,21.1019434483984,10,1,30
707,65.90209694476593,11,1,30
708,24.666664179179417,12,1,30
709,72.46526659988982,13,1,30
710,77.5328961680743,14,1,30
711,74.76511442456665,15,1,30
712,68.04173619957426,16,1,30
713,90.42021902281303,17,1,30
714,97.46974412376983,18,1,30
715,124.96473444551364,19,1,30
716,115.28538753203499,20,1,30
717,106.56423125511559,21,1,30
718,86.86212872306258,22,1,30
719,68.36541718517056,23,1,30
720,55.76705911333807,0,2,31
721,29.924494446001695,1,2,31
722,14.631483719151575,2,2,31
723,-5.654186370588587,3,2,31
724,33.68661854388973,4,2,31
725,38.70102266763975,5,2,31
726,49.82633094143229,6,2,31
727,68.05440586388232,7,2,31
728,64.10091567214614,8,2,31
729,51.95060695029473,9,2,31
730,58.94063790813046,10,2,31
731,39.03210392485669,11,2,31
732,55.126009048523045,12,2,31
733,22.944735274609908,13,2,31
734,54.245834168252244,14,2,31
735,67.66548235137932,15,2,31
736,80.09371848304215,16,2,31
737,117.21913751251293,17,2,31
738,169.83303857737252,18,2,31
739,175.75301728789347,19,2,31
740,111.0445437187529,20,2,31
741,70.26073662986863,21,2,31
742,53.18545650058,22,2,31
743,46.60857276512439,23,2,31
744,46.13600713602582,0,3,32
745,34.13752963687868,1,3,32
746,35.1799702015947,2,3,32
747,27.67317231039612,3,3,32
748,-8.45376733663285,4,3,32
749,12.471026825531192,5,3,32
750,6.449211020713852,6,3,32
751,-10.045742755822111,7,3,32
752,-18.912523904464766,8,3,32
753,21.934703949358333,9,3,32
754,8.921687837414682,10,3,32
755,77.19547664172886,11,3,32
756,91.2484431951903,12,3,32
757,97.8630316902199,13,3,32
758,74.87532661533967,14,3,32
759,90.9084029672764,15,3,32
760,81.9307772017591,16,3,32
761,97.25114740766318,17,3,32
762,180.1861602609766,18,3,32
763,160.78520200745712,19,3,32
764,171.14773325365195,20,3,32
765,130.4277880628344,21,3,32
766,112.74763801966319,22,3,32
767,118.93371044911363,23,3,32
768,-16.025266722596864,0,4,33
769,89.66634738068763,1,4,33
770,-18.8515304119551,2,4,33
771,71.74456885578418,3,4,33
772,81.46653217560208,4,4,33
773,103.18493974098168,5,4,33
774,127.47830645138441,6,4,33
775,106.42390414531053,7,4,33
776,95.69497255200058,8,4,33
777,92.56075041651111,9,4,33
778,86.42378227672573,10,4,33
779,96.00859168736399,11,4,33
780,100.58491636271337,12,4,33
781,70.57121208277991,13,4,33
782,80.5158030819002,14,4,33
783,93.59394873253183,15,4,33
784,111.60342646971036,16,4,33
785,151.76664484489797,17,4,33
786,179.67020172154236,18,4,33
787,160.45930650404213,19,4,33
788,151.3212208265841,20,4,33
789,91.94362594222869,21,4,33
790,93.05842900103562,22,4,33
791,77.66583742793432,23,4,33
792,52.50814773575961,0,5,34
793,33.583611270036926,1,5,34
794,21.09542423977572,2,5,34
795,33.67542492784966,3,5,34
796,36.775245871938544,4,5,34
797,51.893458584335974,5,5,34
798,62.44556804159826,6,5,34
799,72.92295369081256,7,5,34
800,97.4308280861974,8,5,34
801,87.49862264323096,9,5,34
802,83.9598904856001,10,5,34
803,69.96142716931463,11,5,34
804,63.59029290883477,12,5,34
805,61.05661997373618,13,5,34
806,66.24922908290344,14,5,34
807,56.86446879846,15,5,34
808,88.51938778831449,16,5,34
809,77.3660525131397,17,5,34
810,80.10976823748238,18,5,34
811,198.21100999190156,19,5,34
812,98.47657228716142,20,5,34
813,92.45932920271404,21,5,34
814,101.41703708317611,22,5,34
815,55.848977037084424,23,5,34
816,45.84740713292086,0,6,35
817,51.408283053794435,1,6,35
818,46.33051572389492,2,6,35
819,55.24548980338399,3,6,35
820,51.693382955262805,4,6,35
821,75.72248388705762,5,6,35
822,121.26649610473773,6,6,35
823,124.78171358048046,7,6,35
824,118.92510707454964,8,6,35
825,146.763343857715,9,6,35
826,161.08252323129844,10,6,35
827,131.40781389436776,11,6,35
828,117.58605096470396,12,6,35
829,109.19684548437212,13,6,35
830,75.87820098506448,14,6,35
831,56.4750668837199,15,6,35
832,42.07908303903664,16,6,35
833,35.66642951280985,17,6,35
834,45.716949144219264,18,6,35
835,188.64783561753546,19,6,35
836,91.28348114542815,20,6,35
837,62.46561386036741,21,6,35
838,77.25442379993031,22,6,35
839,58.39004749352591,23,6,35
840,51.589023945318544,0,0,36
841,55.94819922447217,1,0,36
842,37.148039412626744,2,0,36
843,42.40193597797172,3,0,36
844,48.425111810445074,4,0,36
845,63.407318680482916,5,0,36
846,-14.746047362061967,6,0,36
847,143.4541203505758,7,0,36
848,132.36984842765312,8,0,36
849,118.34997053985845,9,0,36
850,94.79896832668578,10,0,36
851,77.03875128043643,11,0,36
852,65.63407178708096,12,0,36
853,98.74891675206509,13,0,36
854,127.91369986974122,14,0,36
855,106.5315580144599,15,0,36
856,89.91182909132273,16,0,36
857,114.39654072368968,17,0,36
858,104.97496755027612,18,0,36
859,151.02857323438477,19,0,36
860,114.10959328750141,20,0,36
861,66.32827571129282,21,0,36
862,97.6675374553589,22,0,36
863,109.00187445734826,23,0,36
864,70.14973037202034,0,1,37
865,57.210654455714966,1,1,37
866,54.294913511701644,2,1,37
867,56.42653000679269,3,1,37
868,67.58970772599484,4,1,37
